time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
49.99,-163,-503,16580,18,-15,6,0.00,3.65
49.99,-192,-472,16548,17,-11,7,0.00,3.70
50.02,-186,-519,16556,15,-9,8,0.00,3.75
49.99,-239,-439,16454,13,-5,9,0.00,3.80
49.98,-313,-410,16398,13,-4,9,0.00,3.85
50.01,-148,-391,16266,10,-4,9,0.00,3.90
50.02,-114,-371,16250,13,-6,9,0.00,3.95
49.98,-220,-493,16201,15,-9,8,0.00,4.00
50.00,-146,-434,16285,-4,-6,-3,0.00,4.05
50.06,-101,-467,16430,3,-14,-3,0.00,4.10
49.96,-722,-497,16520,4,-14,-3,0.00,4.15
49.98,155,-285,16550,2,-13,-2,0.00,4.20
50.02,-352,-339,16719,2,-11,-1,0.00,4.25
49.98,-227,-361,16656,-3,-4,0,0.00,4.30
50.00,-298,-275,16471,-3,5,0,0.00,4.35
50.02,-48,-285,16454,-6,3,0,0.00,4.40
49.98,-143,-303,16309,-5,3,0,0.00,4.45
50.00,-56,-359,16253,-3,0,-2,0.00,4.50
50.02,-134,-371,16295,-2,-5,-3,0.00,4.55
49.99,-71,-257,16401,1,-10,-4,0.00,4.60
49.99,-383,-229,16392,4,-14,-1,0.00,4.65
50.07,-12,-146,16527,3,-11,-2,0.00,4.70
49.95,-212,-243,16557,3,-11,-2,0.00,4.75
49.97,-134,-331,16595,0,0,0,0.00,4.80
50.03,-69,-232,16549,-1,4,0,0.00,4.85
49.99,-50,-301,16578,-6,10,-3,0.00,4.90
49.98,-130,-177,16437,-5,12,-2,0.00,4.95
50.03,-126,-149,16371,-8,8,-1,0.00,5.00
49.99,-22,-106,16302,-7,6,0,0.00,5.05
49.99,-115,-132,16333,0,0,0,0.00,5.10
50.00,-50,-220,16362,-2,-1,-2,0.00,5.15
50.02,-15,-230,16344,-2,-6,-3,0.00,5.20
49.99,-1,-214,16477,0,-4,-3,0.00,5.25
49.99,-142,-246,16455,0,-2,-2,0.00,5.30
50.08,-125,-181,16448,0,-2,-2,0.00,5.35
49.94,-24,-132,16489,0,0,0,0.00,5.40
49.98,-123,-109,16501,-1,4,0,0.00,5.45
50.03,-101,-128,16537,0,0,0,0.00,5.50
49.98,-69,-140,16477,-1,1,-1,0.00,5.55
50.00,3,-168,16399,-1,-5,-3,0.00,5.60
50.02,13,-131,16405,0,-9,-4,0.00,5.65
50.00,18,-221,16475,1,-10,-4,0.00,5.70
49.99,11,-142,16432,-2,-15,-3,0.00,5.75
50.01,48,-110,16437,1,-10,0,0.00,5.80
50.00,-36,-59,16480,-1,-4,-2,0.00,5.85
49.98,-228,-71,16485,0,0,0,0.00,5.90
50.01,-100,-103,16446,-3,1,0,0.00,5.95
50.06,-23,-174,16599,-5,3,0,0.00,6.00
49.95,-39,-181,16455,-3,2,-1,0.00,6.05
49.98,-67,-92,16493,0,1,0,0.00,6.10
50.02,-71,-24,16415,0,2,0,0.00,6.15
50.00,13,-36,16497,0,0,0,0.00,6.20
49.98,-102,-103,16555,0,0,0,0.00,6.25
50.03,-15,-72,16521,-1,1,-1,0.00,6.30
49.99,17,-132,16399,-3,0,-3,0.00,6.35
49.99,67,-99,16387,-2,1,-2,0.00,6.40
50.00,-19,-105,16408,0,0,0,0.00,6.45
50.02,-25,-76,16443,-2,-1,-2,0.00,6.50
49.99,-27,21,16465,0,0,0,0.00,6.55
49.98,-37,3,16411,0,0,1,0.00,6.60
50.09,-47,39,16460,1,0,-1,0.00,6.65
49.94,-8,-120,16480,-2,5,-1,0.00,6.70
49.98,57,-180,16443,-4,5,-2,0.00,6.75
50.00,-9,-67,16569,-2,8,-2,0.00,6.80
50.02,-136,-74,16476,-3,5,0,0.00,6.85
50.00,-74,-41,16457,-7,8,-2,0.00,6.90
49.99,-43,-16,16456,-6,4,-1,0.00,6.95
50.02,-44,1,16384,-5,3,0,0.00,7.00
49.99,120,-14,16395,-4,1,0,0.00,7.05
49.99,68,-112,16453,-1,1,-1,0.00,7.10
50.02,40,-114,16466,-3,-1,-2,0.00,7.15
49.99,35,6,16457,-1,-3,-3,0.00,7.20
49.98,-172,0,16373,0,-2,-2,0.00,7.25
50.01,-12,115,16375,-1,-1,-1,0.00,7.30
50.07,-90,-70,16483,2,1,0,0.00,7.35
49.94,25,-44,16446,0,0,0,0.00,7.40
49.98,257,-354,16472,-3,2,-1,0.00,7.45
50.03,-17,-25,16469,-2,0,-2,0.00,7.50
49.98,36,-78,16432,-1,-4,-3,0.00,7.55
50.00,-45,-64,16566,-2,-9,-3,0.00,7.60
50.02,-33,61,16431,-1,-4,-3,0.00,7.65
50.00,14,25,16492,-2,-1,-2,0.00,7.70
49.98,-91,-39,16464,-3,-2,-2,0.00,7.75
50.03,-6,-2,16448,-6,4,-2,0.00,7.80
49.98,103,-71,16314,-4,6,-1,0.00,7.85
49.98,-119,-116,16359,-2,5,-2,0.00,7.90
50.01,103,-127,16442,-3,2,0,0.00,7.95
50.07,100,-176,16388,-2,1,0,0.00,8.00
49.94,-85,-14,16399,0,-2,-3,0.00,8.05
49.98,82,27,16448,-1,-3,-3,0.00,8.10
50.02,-28,106,16452,-2,-1,-2,0.00,8.15
50.00,-33,31,16584,0,0,0,0.00,8.20
49.99,40,-29,16440,-3,4,-1,0.00,8.25
50.02,157,-71,16458,-4,8,0,0.00,8.30
49.99,-119,-84,16406,-5,8,0,0.00,8.35
49.99,321,164,15928,-4,2,0,0.00,8.40
50.00,-129,-197,15833,0,6,0,0.00,8.45
50.02,217,21,16327,-3,0,-2,0.00,8.50
49.99,-156,-305,16270,0,-9,-4,0.00,8.55
49.99,-87,-57,16337,2,-10,-4,0.00,8.60
50.07,41,-77,16538,4,-20,-4,0.00,8.65
49.94,-132,-122,16397,3,-15,-3,0.00,8.70
49.99,123,110,16457,2,-11,-3,0.00,8.75
50.02,-185,74,16546,2,-16,-3,0.00,8.80
50.00,173,-186,16298,-12,15,-1,0.00,8.85
49.99,-107,-59,15806,-2,1,-5,0.00,8.90
50.02,-359,-229,17298,0,4,-2,0.00,8.95
50.00,136,-384,16269,-7,8,-5,0.00,9.00
49.99,267,88,16384,-6,7,-3,0.00,9.05
49.99,-821,-336,16151,-3,5,-1,0.00,9.10
50.03,-503,-207,17525,-5,-9,-4,0.00,9.15
49.98,1523,-253,21447,-5,16,-5,0.00,9.20
49.99,1705,184,16693,-2,-13,-4,0.00,0.00
50.08,-518,-396,16580,-16,21,1,0.00,0.00
49.95,925,644,16584,4,18,1,0.00,0.00
49.98,-108,-197,16582,-12,9,2,0.00,0.05
50.02,-13,314,17212,-2,-1,-1,0.00,0.10
49.98,734,318,16383,5,-10,-2,0.00,0.15
50.00,-381,5,15860,-1,-12,-3,0.00,0.20
50.02,662,273,16899,12,-35,-8,0.00,0.25
50.00,58,-246,15923,-1,-16,-5,0.00,0.30
49.98,848,232,15872,2,-19,-8,0.00,0.35
50.03,457,-245,16991,1,-12,-7,0.00,0.40
49.98,141,-197,16639,2,-8,-10,0.00,0.45
50.00,171,49,16701,1,-11,-8,0.00,0.50
50.07,-129,132,17017,3,-11,-8,0.00,0.55
49.94,358,112,16471,-4,-14,-11,0.00,0.60
49.98,-445,-207,17011,0,-20,-11,0.00,0.65
50.02,-212,-154,17044,0,-12,-9,0.00,0.70
49.98,853,-124,16742,14,-23,-7,0.00,0.75
50.00,-2116,-894,20088,-13,14,-10,0.00,0.80
50.01,200,-98,16962,12,-17,-12,0.00,0.00
50.00,-863,-343,16280,-5,14,-8,0.00,0.00
49.98,100,473,17095,-3,7,-9,0.00,0.00
50.03,-195,-901,16137,-11,28,-7,0.00,0.05
49.98,-1281,467,17167,-10,25,-4,0.00,0.10
50.00,426,-371,16152,-12,22,-8,0.00,0.15
50.07,945,813,15941,0,-1,-11,0.00,0.20
49.95,115,-288,16271,-3,8,-8,0.00,0.25
49.98,-364,-243,16744,0,4,-6,0.00,0.30
49.99,236,-9,16034,-3,11,-6,0.00,0.35
50.03,-599,-90,16577,-5,16,-4,0.00,0.40
49.99,555,-32,15713,-8,18,-1,0.00,0.45
49.99,-95,255,16201,-9,9,-3,0.00,0.50
50.02,457,484,16231,-15,27,-2,0.00,0.55
50.00,272,-839,16566,-4,1,-5,0.00,0.60
49.99,396,313,16739,-6,-9,-7,0.00,0.65
50.02,-432,-1272,16773,4,-15,-5,0.00,0.70
49.98,40,47,16212,3,-17,-4,0.00,0.75
50.00,-46,-140,16720,17,-40,-4,0.00,0.80
50.07,-1069,-188,16184,3,-2,-1,0.00,0.85
49.94,145,191,16832,-4,28,2,0.00,0.90
49.98,423,160,17070,-7,8,0,0.00,0.95
50.03,-693,87,16639,-11,25,3,0.00,1.00
49.99,-345,-70,15868,-19,24,4,0.00,1.05
49.99,652,435,16350,-3,1,0,0.00,1.10
50.00,-367,-1516,17136,-15,-5,1,0.00,1.15
50.02,1118,-218,17317,1,-23,3,0.00,1.20
49.98,-475,58,15888,1,-15,8,0.00,1.25
50.00,353,-15,16055,-1,-23,7,0.00,1.30
50.02,-496,-30,15923,9,-5,10,0.00,1.35
49.98,493,-10,16294,-4,8,6,0.00,1.40
49.98,170,91,16358,0,8,10,0.00,1.45
50.08,-101,35,16607,-7,16,9,0.00,1.50
49.94,-140,15,16605,-5,4,7,0.00,1.55
49.98,999,385,16934,-21,30,9,0.00,1.60
50.03,819,1218,20966,-14,23,-1,0.00,1.65
49.98,-1810,-1298,17908,-21,23,-3,0.00,0.00
49.99,-242,397,17236,9,-30,-10,0.00,0.05
50.02,-309,55,13935,3,-5,-9,0.00,0.10
49.98,948,310,15502,1,4,-11,0.00,0.00
49.99,1206,43,16288,-6,12,-12,0.00,0.05
50.00,489,162,16454,-9,18,-10,0.00,0.10
50.02,-679,-20,16311,-6,18,-18,0.00,0.15
49.99,289,194,15824,-14,16,-17,0.00,0.20
49.98,-5,554,16362,-6,7,-22,0.00,0.25
50.09,-264,557,16696,-11,4,-31,0.00,0.30
49.94,178,-596,16743,-5,7,-44,0.00,0.35
49.98,-122,-163,16469,-10,4,-48,0.00,0.40
50.03,-2091,-450,16186,-3,-6,-52,0.00,0.45
49.98,101,150,15774,21,-44,-54,0.00,0.50
50.00,302,-99,16416,3,-24,-55,0.00,0.55
50.02,-1256,-774,17094,-9,3,-54,0.00,0.60
49.99,1402,559,16944,3,-49,-64,0.00,0.65
49.98,1022,149,16759,-12,-24,-59,0.00,0.70
50.03,-1901,-866,14255,6,-44,-60,0.00,0.75
49.98,151,-375,15572,-6,-6,-54,0.00,0.00
50.00,1953,-152,17424,-8,-8,-58,0.00,0.05
50.06,412,-105,15216,-2,17,-54,0.00,0.00
49.96,-196,223,16131,15,-1,-57,0.00,0.00
49.97,-937,-578,15424,2,-14,-54,0.00,0.05
50.03,575,-256,16792,7,-13,-55,0.00,0.10
49.98,-160,-201,16624,-7,3,-53,0.00,0.15
50.00,-499,101,16391,-6,22,-52,0.00,0.20
50.02,-8,-190,16111,-1,-1,-50,0.00,0.25
50.00,-49,-216,16283,0,-5,-49,0.00,0.30
49.98,287,53,16343,-4,7,-47,0.00,0.35
50.03,43,255,15826,1,-5,-46,0.00,0.40
49.98,-18,26,16218,-2,-1,-46,0.00,0.45
50.00,180,-215,16870,-3,3,-44,0.00,0.50
50.07,-186,-22,16707,-2,7,-43,0.00,0.55
49.94,768,109,16017,0,-6,-45,0.00,0.60
49.99,-230,-209,16171,-2,0,-43,0.00,0.65
50.02,-65,-113,16299,-1,-3,-40,0.00,0.70
49.99,131,93,16203,3,-8,-41,0.00,0.75
49.99,-23,-62,16433,3,-15,-35,0.00,0.80
50.02,140,-151,16516,4,-21,-35,0.00,0.85
50.00,-2969,-3530,17209,-30,-38,-11,0.00,0.90
49.98,737,452,16151,9,-27,7,0.00,0.00
50.03,-518,-184,16146,-1,-21,4,0.00,0.05
49.98,264,297,16663,-6,9,0,0.00,0.10
50.00,448,140,16243,-11,16,4,0.00,0.15
49.99,28,139,16570,-14,32,1,0.00,0.20
50.08,-147,-25,16578,-14,31,4,0.00,0.25
49.95,130,93,16253,-11,29,5,0.00,0.30
49.97,-55,-17,16305,-2,16,5,0.00,0.35
50.03,-67,-34,16086,-1,6,5,0.00,0.40
49.99,85,-115,16263,0,-6,4,0.00,0.45
49.98,92,79,16252,3,-13,4,0.00,0.50
50.03,49,-83,16346,2,-21,2,0.00,0.55
49.99,121,187,16391,0,-20,2,0.00,0.60
49.98,111,-74,16529,0,-20,4,0.00,0.65
50.03,299,159,16533,0,-12,2,0.00,0.70
49.98,131,42,16406,-2,-2,3,0.00,0.75
49.99,793,231,16577,12,-30,-1,0.00,0.80
49.99,-1128,-472,16178,-2,0,4,0.00,0.85
50.09,-1347,-817,16533,-4,4,0,0.00,0.90
49.94,1882,762,15046,0,9,-6,0.00,0.95
49.98,-2297,-361,17549,0,19,-1,0.00,0.00
50.02,554,120,16188,0,-5,-3,0.00,0.00
50.00,-511,299,16497,-1,-3,-8,0.00,0.05
49.97,26,57,15784,10,0,-3,0.00,0.10
50.03,-684,143,15907,-3,10,-2,0.00,0.15
49.99,2032,1254,16733,-1,-9,-5,0.00,0.20
49.99,-413,-699,16117,-3,-8,-4,0.00,0.25
50.02,-8,291,16548,-10,-13,-4,0.00,0.30
49.99,-637,378,16335,-3,-10,-5,0.00,0.35
49.99,349,217,16438,-8,-10,-4,0.00,0.40
50.07,-798,-1100,16549,0,-9,-6,0.00,0.45
49.94,-579,-663,16930,-3,-3,-2,0.00,0.50
49.99,-172,396,16478,-2,-7,-2,0.00,0.55
50.02,-1024,-892,15976,0,-4,2,0.00,0.60
50.00,305,-69,16694,2,-4,-2,0.00,0.65
49.98,696,487,15887,5,-13,-2,0.00,0.70
50.01,168,134,16251,3,-4,-2,0.00,0.75
50.02,817,44,16709,0,-1,-3,0.00,0.80
49.98,-1580,-69,15486,-2,-11,-1,0.00,0.85
50.00,-551,-540,15710,1,-1,-1,0.00,0.90
50.02,-1886,-821,17220,-3,-13,-5,0.00,0.95
49.98,-460,-98,15699,-5,-17,-7,0.00,0.00
50.00,1503,188,16680,-11,-9,-6,0.00,0.05
50.07,-22,-495,16482,-4,-4,3,0.00,0.10
49.95,-204,186,16320,-1,-6,6,0.00,0.15
49.98,2046,8,16945,-4,-12,2,0.00,0.20
50.03,-21,-446,15231,-5,7,8,0.00,0.25
49.98,62,133,14742,-3,3,5,0.00,0.00
49.99,88,-199,15972,1,-14,2,0.00,0.00
50.03,245,368,16457,-3,8,3,0.00,0.05
49.99,-616,40,17591,10,-8,0,0.00,0.10
49.98,886,163,18056,-4,9,3,0.00,0.00
50.00,-1023,338,15937,9,4,1,0.00,0.00
50.01,-255,166,16006,0,-7,2,0.00,0.00
50.01,-381,3,16202,-1,-15,-1,0.00,0.05
49.98,240,112,16464,-4,-14,0,0.00,0.10
50.09,3025,577,19984,7,-27,-8,0.00,0.15
49.93,-2631,-1657,18480,-7,7,-6,0.00,0.00
49.99,317,-77,15816,2,-18,-9,0.00,0.05
50.01,-61,54,18290,-3,-2,-9,0.00,0.00
50.01,-252,-30,17474,-3,15,-6,0.00,0.05
49.98,-545,-104,17354,-2,9,-5,0.00,0.10
50.02,-291,-5,16269,5,-9,-3,0.00,0.15
49.98,87,-68,17112,2,-1,-2,0.00,0.00
49.98,292,120,16582,-1,-4,-3,0.00,0.05
50.03,82,13,16550,-3,-7,-3,0.00,0.10
49.98,269,-64,16297,-8,5,-3,0.00,0.15
50.00,-407,-86,16824,-4,2,-2,0.00,0.20
50.00,33,5,16881,-6,8,-3,0.00,0.25
50.06,248,24,16442,-7,12,-6,0.00,0.30
49.95,281,-114,16102,-4,10,-7,0.00,0.35
49.98,171,-136,16402,-9,15,-4,0.00,0.40
50.03,-132,51,16551,-1,8,-6,0.00,0.45
49.98,92,-26,16491,-2,7,-1,0.00,0.50
50.00,-1388,-988,20033,-23,57,-2,0.00,0.55
50.01,762,156,18228,-16,-13,-4,0.00,0.00
50.01,1402,-122,15139,-11,-20,-2,0.00,0.05
49.98,582,-197,16323,-5,-26,-3,0.00,0.00
50.03,-519,-100,15590,-3,-12,2,0.00,0.05
49.98,-296,9,16071,-2,-8,1,0.00,0.10
49.98,195,-9,16241,-3,0,-2,0.00,0.15
50.09,188,114,16147,-3,2,0,0.00,0.20
49.94,169,21,16614,-1,2,-2,0.00,0.25
49.97,-85,35,16581,-1,1,-1,0.00,0.30
50.01,-1,12,16327,5,-3,-1,0.00,0.35
50.02,-222,-28,16392,1,-5,-2,0.00,0.40
49.99,84,-100,16353,1,-11,-3,0.00,0.45
49.99,17,1,16498,0,-2,-2,0.00,0.50
50.02,75,149,16391,-1,-3,-3,0.00,0.55
50.00,214,14,16458,1,-8,-2,0.00,0.60
49.98,30,20,16442,0,-3,-2,0.00,0.65
50.03,51,-30,16468,-2,-5,-3,0.00,0.70
49.98,44,-46,16481,-1,-8,-3,0.00,0.75
50.00,-65,-77,16508,-1,-1,-1,0.00,0.80
49.99,-47,-8,16337,-2,-3,-3,0.00,0.85
50.08,7,-9,16436,-1,1,-1,0.00,0.90
49.94,18,28,16369,-5,3,-2,0.00,0.95
49.98,-53,-16,16403,-3,2,-1,0.00,1.00
50.03,663,405,16394,10,1,-1,0.00,1.05
49.98,-70,-134,16601,-2,10,0,0.00,1.10
50.00,-48,817,16111,-186,-28,-1,0.00,1.15
50.02,410,-1467,15711,-697,-141,5,0.00,1.20
50.00,439,1506,17197,-843,-187,21,0.00,1.25
49.99,378,-686,15963,99,13,-2,0.00,1.30
50.02,-314,778,16561,-1379,-292,25,0.00,1.35
49.99,1788,-1344,11518,465,56,10,0.00,1.40
49.99,-227,2907,17659,1382,273,-24,0.00,0.00
50.06,1906,-2406,16034,955,180,-26,0.00,0.00
49.98,1560,2968,21910,349,204,48,0.00,0.05
49.96,1467,-2369,18960,1330,727,-94,0.00,0.00
50.02,168,1259,16186,768,428,-30,0.00,0.05
49.99,-598,1146,15913,164,173,284,0.00,0.00
50.00,109,861,16544,-855,-466,-79,0.00,0.00
50.01,1203,2069,17489,-370,-261,168,0.00,0.05
50.00,-1510,3232,19137,0,-865,-410,0.00,0.10
49.98,-1269,2886,21451,-602,-224,-824,0.00,0.00
50.02,-717,3439,17841,-422,202,-522,0.00,0.00
49.99,660,2282,17194,-276,236,-474,0.00,0.00
50.05,2151,1066,16229,-297,-1192,431,0.00,0.00
49.96,1236,-591,11641,-13,-283,974,0.00,0.00
49.97,578,-2592,13319,-484,-1260,418,0.00,0.00
50.03,1020,-4873,14889,334,-809,856,0.00,0.00
49.99,-169,-3663,14766,-112,-571,1017,0.00,0.05
49.98,-712,-1398,13505,-266,9,583,0.00,0.10
50.03,-488,-1232,16332,-156,210,135,0.00,0.00
49.99,-822,461,14281,9,65,-174,0.00,0.00
50.00,1219,179,16366,-106,395,-7,0.00,0.05
49.99,-369,56,16238,-219,431,229,0.00,0.00
50.00,-163,-134,16087,20,470,-10,0.00,0.05
50.07,-818,-402,15638,193,199,-179,0.00,0.10
49.95,1030,63,17465,-8,74,-126,0.00,0.15
49.97,-563,226,15850,-170,225,102,0.00,0.00
50.03,401,0,16147,-4,-82,36,0.00,0.05
49.98,582,212,17160,-137,-40,-21,0.00,0.10
50.00,-303,549,15577,-78,92,-5,0.00,0.15
50.02,624,204,16231,114,98,21,0.00,0.20
50.00,-943,-286,15748,4,75,98,0.00,0.25
49.99,-198,-462,16531,1,50,-245,0.00,0.30
50.02,447,220,16787,-48,-127,-245,0.00,0.35
49.98,-529,341,18038,96,79,-21,0.00,0.40
49.99,-1184,348,17548,-147,-14,-188,0.00,0.00
50.08,400,1071,16743,-113,70,-185,0.00,0.05
49.95,66,511,15592,-58,-70,-76,0.00,0.10
49.97,-372,-478,16207,0,-20,-167,0.00,0.00
50.02,378,819,16599,-130,-310,-236,0.00,0.05
50.00,183,732,17810,170,112,95,0.00,0.10
49.98,-744,1132,19826,141,234,57,0.00,0.00
50.02,294,2998,18915,-50,-272,-702,0.00,0.00
50.01,1508,2413,19919,163,-298,-749,0.00,0.05
49.98,1051,1550,21100,144,167,-503,0.00,0.00
50.02,-434,-671,20609,547,-2,-835,0.00,0.00
50.00,459,-8396,20246,-287,366,-1265,0.00,0.05
49.98,2729,-7503,14190,-903,206,-954,0.00,0.00
50.08,2222,-8259,12798,412,1014,-12,0.00,0.00
49.95,960,-7584,16273,-615,994,329,0.00,0.00
50.00,286,-3541,10650,-1464,-94,9,0.00,0.05
49.99,-537,-1855,10226,-605,3,291,0.00,0.00
50.00,-2589,482,8492,-1083,29,329,0.00,0.00
50.01,-3361,2051,11139,-419,-635,-158,0.00,0.00
50.00,1592,2088,14126,58,198,113,0.00,0.05
49.98,-2689,490,10850,-181,705,40,0.00,0.00
50.03,-1260,-7770,9788,2521,-1570,-1823,0.00,0.00
49.98,-3202,-511,13890,-1366,-925,1316,0.00,0.05
50.00,761,5537,14823,-2296,-578,648,0.00,0.00
50.07,-763,6679,18062,-601,-1097,1018,0.00,0.00
49.95,-809,6191,19652,-449,-523,674,0.00,0.00
49.99,-294,4238,18883,-1853,-947,-719,0.00,0.00
50.00,772,1242,17506,-798,-699,-366,0.00,0.00
49.98,2157,-108,17091,-210,-519,49,0.00,0.05
50.03,2500,1291,17423,309,-26,624,0.00,0.10
49.98,1346,577,18210,211,-647,418,0.00,0.15
50.00,-13167,-736,30074,-94,-1280,782,0.00,0.20
50.02,1041,1488,17185,-256,287,-304,0.00,0.00
50.00,2638,107,13141,-605,-275,-782,0.00,0.00
50.04,-2872,-1565,20205,-194,-847,-192,0.00,0.00
49.98,3467,970,15290,-488,-478,-1008,0.00,0.00
49.96,1711,-1833,16434,-358,194,-626,0.00,0.00
50.02,861,-792,15155,-830,295,-437,0.00,0.05
50.00,-3360,159,13414,133,1412,-337,0.00,0.00
49.98,2070,785,15181,259,942,849,0.00,0.00
50.02,-1153,-345,17512,-651,1206,354,0.00,0.05
49.99,-646,-114,16449,-1122,1047,-289,0.00,0.00
49.99,2705,-2624,14009,315,24,183,0.00,0.05
50.02,159,-289,14252,738,325,39,0.00,0.00
50.00,-6153,-1678,14953,331,86,-452,0.00,0.00
50.06,1407,-1927,7071,996,821,-148,0.00,0.05
49.94,-120,924,13922,2132,1123,-960,0.00,0.00
49.99,571,-3396,886,2984,225,-2161,0.00,0.00
50.00,-3047,-1586,14586,369,305,-810,0.00,0.00
50.00,-940,449,16178,22,10,-2,0.00,0.00
49.98,185,356,17347,6,8,-3,0.00,0.00
50.01,-442,95,16780,-3,12,-2,0.00,0.00
50.00,-112,-488,16134,-7,5,3,0.00,0.00
49.98,200,390,16344,12,-3,2,0.00,0.05
50.03,266,252,16409,8,-4,3,0.00,0.10
49.98,2,87,16210,-3,-10,3,0.00,0.15
50.00,128,-195,16476,-5,-11,2,0.00,0.20
50.00,108,-306,16111,-12,-9,4,0.00,0.25
50.07,0,91,16330,0,-6,3,0.00,0.30
49.94,85,-212,16211,-5,-4,3,0.00,0.35
49.98,99,-104,16202,-3,-1,4,0.00,0.40
50.03,188,-179,16282,-3,-1,6,0.00,0.45
49.98,86,-112,16279,-4,-4,5,0.00,0.50
50.00,-1,-111,16210,-1,-1,6,0.00,0.55
50.02,51,-119,16235,3,0,2,0.00,0.60
50.00,77,20,16274,3,0,0,0.00,0.65
49.98,-48,-62,16147,-5,-4,6,0.00,0.70
50.01,42,105,16359,1,-7,4,0.00,0.75
50.02,144,-162,16321,1,-1,2,0.00,0.80
49.98,481,-214,16092,-6,-8,1,0.00,0.85
50.00,102,-182,16197,-1,-6,-2,0.00,0.90
50.06,71,52,16175,-7,-7,0,0.00,0.95
49.95,-26,-124,16172,-3,-6,-3,0.00,1.00
49.98,35,-112,16330,-4,-9,-5,0.00,1.05
50.02,53,99,16524,2,-4,-5,0.00,1.10
49.98,-195,-8,15725,5,-2,-7,0.00,1.15
50.00,60,-472,16153,-9,2,-5,0.00,1.20
49.99,-33,-328,16401,-6,4,-5,0.00,1.25
50.03,11,60,16398,1,2,-6,0.00,1.30
49.99,-86,184,16253,2,3,-7,0.00,1.35
49.99,-62,-1846,13873,-48,-6,-2,0.00,1.40
50.01,-280,11,16236,-3,2,-6,0.00,0.00
50.01,-143,143,16183,-2,0,-9,0.00,0.05
49.98,133,194,16603,7,-5,-13,0.00,0.10
50.07,-199,-66,16449,-2,-5,-14,0.00,0.15
49.94,442,-75,16479,-1,1,-11,0.00,0.20
49.98,293,-53,16125,1,6,-13,0.00,0.25
50.02,-613,-11,16120,-6,-3,-18,0.00,0.30
50.00,-686,-890,15846,-11,2,-8,0.00,0.35
49.98,692,-406,15889,-10,-11,4,0.00,0.40
50.03,3,-94,16412,7,-1,-2,0.00,0.45
49.99,-909,790,16743,6,6,0,0.00,0.50
49.99,264,116,16377,-1,1,0,0.00,0.55
50.00,353,-349,16326,-5,1,-1,0.00,0.60
50.02,-52,148,16186,2,4,0,0.00,0.65
49.99,-21,-193,16075,-12,-9,0,0.00,0.70
49.98,37,-340,16123,-6,-8,-3,0.00,0.75
50.08,-133,104,16319,-2,1,0,0.00,0.80
49.94,427,-257,15979,-4,-11,-2,0.00,0.85
49.99,-174,-106,16338,2,5,0,0.00,0.90
50.02,201,29,16312,-4,5,-3,0.00,0.95
50.00,80,-84,16165,-3,2,0,0.00,1.00
49.98,-49,-109,16027,-2,-2,-2,0.00,1.05
50.03,245,93,16483,3,-10,-2,0.00,1.10
49.99,-195,-139,15741,4,-4,-1,0.00,1.15
49.98,-168,-107,16298,-1,1,3,0.00,1.20
50.01,-355,-421,15977,-6,-3,-2,0.00,1.25
50.02,293,-587,16360,-4,-1,-2,0.00,1.30
49.99,177,395,16581,25,6,-3,0.00,1.35
49.98,125,203,16113,0,-2,1,0.00,1.40
50.08,-210,629,16357,7,4,-1,0.00,1.45
49.95,51,-207,16104,-1,3,-1,0.00,1.50
49.98,114,-256,16226,-4,-1,-4,0.00,1.55
50.02,47,359,15953,2,3,-3,0.00,1.60
49.98,9,-230,16114,0,2,-4,0.00,1.65
50.00,87,-334,16189,-3,1,-6,0.00,1.70
50.02,-38,168,16273,-3,-1,3,0.00,1.75
49.99,123,-12,16226,-3,-9,3,0.00,1.80
49.98,434,-64,16385,4,-11,2,0.00,1.85
50.01,-205,-242,16319,-9,-13,4,0.00,1.90
50.02,228,-262,16244,-2,-14,2,0.00,1.95
49.99,253,452,17414,3,-6,0,0.00,2.00
49.99,165,166,16711,10,-7,-1,0.00,2.05
50.07,104,87,16410,11,-8,1,0.00,2.10
49.94,786,-72,16444,-3,-4,1,0.00,2.15
49.99,831,-151,15544,1,-7,-2,0.00,2.20
50.02,-58,760,16633,14,10,-2,0.00,2.25
49.99,-387,225,16394,0,0,0,0.00,2.30
49.99,-109,1040,16806,13,0,5,0.00,2.35
50.02,66,-60,16410,3,-11,2,0.00,2.40
49.99,-498,-339,15947,-5,-10,-2,0.00,2.45
49.99,731,-136,15789,-7,-1,-1,0.00,2.50
50.00,89,-292,16223,-10,-9,-2,0.00,2.55
50.02,-32,638,16606,18,-2,-4,0.00,2.60
49.98,191,-252,16150,-7,-8,-2,0.00,2.65
50.00,-154,98,16377,4,-3,-3,0.00,2.70
50.07,324,-469,16402,-3,-1,-2,0.00,2.75
49.94,1175,9,16702,10,2,-2,0.00,2.80
49.98,424,-328,15875,-13,-6,0,0.00,2.85
50.02,-188,-241,15693,-3,-1,-1,0.00,2.90
49.98,77,-226,16304,2,1,-2,0.00,2.95
50.00,-379,138,16171,5,3,-3,0.00,3.00
50.02,140,-212,16236,-6,1,-2,0.00,3.05
50.00,39,227,16493,-3,-1,-8,0.00,3.10
49.98,167,-155,16373,-9,2,-6,0.00,3.15
50.03,200,-236,16040,-4,-4,-2,0.00,3.20
49.98,387,-568,16197,0,-2,1,0.00,3.25
